cid,nlane,turn,dnroad,geom,len
4713_8350,0,U#R#L,8350_4713#8350_4899#8350_4802,LINESTRING(118.716935851 30.943971881;118.714277384 30.948825755),595.0894563632921
4899_8350,1,L#U#S,8350_4713#8350_4899#8350_4802,LINESTRING(118.718842415 30.9503003290001;118.717768868 30.949943976;118.71628913 30.949485355;118.715807487 30.9493240250001;118.714928814 30.9490297020001;118.714277384 30.948825755),465.8700335383541
9156_8351,0,U,8351_9156,LINESTRING(118.734470647 30.9667945850001;118.738263673 30.967216627),365.38327216629403
5082_8352,0,U#R#L,8352_5082#8352_5122#8352_5012,LINESTRING(118.743470393 30.959165252;118.742492815 30.9591747430001;118.74207403 30.95918426;118.741645727 30.959422207;118.741112727 30.95993617;118.740455996 30.959926652;118.739394924 30.9599127320001),422.6927824138495
5122_8352,0,L#U#S,8352_5082#8352_5122#8352_5012,LINESTRING(118.739857954 30.963158288;118.739394924 30.9599127320001),362.5401770076929
4879_8353,0,U,8353_4879,LINESTRING(118.73797604 30.949325426;118.737443233 30.9495382110001;118.734953365 30.950802181;118.734085338 30.9510762950001),420.56690603134325
4808_8354,0,U,8354_4808,LINESTRING(118.747392293 30.9464083500001;118.741740909 30.946750825),541.3650852752743
4706_8355,0,U,8355_4706,LINESTRING(118.755423267 30.9431676560001;118.755506963 30.9426045490001;118.755592624 30.942328532;118.755916231 30.941786015;118.756249355 30.9408723020001;118.756696694 30.9399205170001;118.756972711 30.9393589640001;118.757401014 30.9394255890001),491.4978306897493
9001_8356,0,U,8356_9001,LINESTRING(118.778407789 30.930601649;118.781207953 30.9288145020001),332.9879668199656
4579_8357,0,U,8357_4579,LINESTRING(118.784687132 30.933682296;118.785502404 30.9330632670001),103.83198943562411
4415_8358,0,U,8358_4415,LINESTRING(118.774242396 30.918458667;118.774448099 30.919075579;118.774691756 30.91948675;118.775217141 30.9200349770001;118.776001411 30.9206593480001;118.776313597 30.9208420910001;118.776663853 30.920925848;118.777044567 30.9209715330001),410.7861947049012
5026_8359,0,U#L#S#R,8359_5026#8359_9176#8359_5190#8359_5193,LINESTRING(118.783753776 30.955199432;118.782615442 30.9646639760001;118.781673561 30.973342668;118.752765258 30.972177372;118.742769182 30.971857555),5741.615050404948
9176_8359,0,R#U#L#S,8359_5026#8359_9176#8359_5190#8359_5193,LINESTRING(118.745135095 30.9685013760001;118.744451893 30.9696059180001;118.744054916 30.9702196010001;118.743626537 30.9708309260001;118.743144917 30.9714111920001;118.742769182 30.971857555),436.0644475131238
9166_8360,0,U,8360_9166,LINESTRING(118.772721947 30.956654724;118.778238535 30.9564357610001),527.6551667428586
5217_8361,0,U,8361_5217,LINESTRING(118.741298679 30.97866721;118.742701689 30.97859587;118.743820036 30.97859587;118.744257856 30.978652977),283.3867701290566
4616_8362,0,U,8362_4616,LINESTRING(118.734355722 30.9370194320001;118.734921524 30.938473501),170.03674539390792
4758_8363,2,U#R#L,8363_4758#8363_8365#8363_8364,LINESTRING(118.780151072 30.944602473;118.780138172 30.9433397290001;118.779591893 30.9422432430001),272.30434631909986
8365_8363,2,L#U#S,8363_4758#8363_8365#8363_8364,LINESTRING(118.774852946 30.946473091;118.777091542 30.9444476940001;118.777133981 30.9444102780001;118.779591893 30.9422432430001),651.930625174462
4615_8364,0,U#L#S,8364_4615#8364_8363#8364_4779,LINESTRING(118.781728318 30.936102728;118.781939901 30.9362255030001;118.782422947 30.936588123;118.783308576 30.937393768;118.783733595 30.937871795;118.784155697 30.938361484;118.784517907 30.938877538;118.784886432 30.9394695340001;118.785185566 30.9400633180001;118.785298854 30.940336652;118.785463947 30.940945325),657.6599022005961
8363_8364,0,R#U#L,8364_4615#8364_8363#8364_4779,LINESTRING(118.779591893 30.9422432430001;118.779665167 30.9421786400001;118.780441824 30.9415390410001;118.781812393 30.941082185;118.785463947 30.940945325),602.3771141951474
4832_8365,2,U#R#L,8365_4832#8365_4917#8365_8363,LINESTRING(118.779618277 30.9471851870001;118.774852946 30.946473091),462.1550305600301
4917_8365,4,L#U#S,8365_4832#8365_4917#8365_8363,LINESTRING(118.773475142 30.9496605640001;118.774852946 30.946473091),377.1187828682359
5429_8368,3,U#S#L,8368_5429#8368_5247#8368_5339,LINESTRING(118.723288395 31.0141975340001;118.725411171 31.010061389;118.726690132 31.0070573200001;118.729158822 31.003369155;118.730467526 31.0015548160001;118.731449054 31.000781492;118.734151368 30.9995350410001),1984.735491326875
9079_8369,0,U,8369_9079,LINESTRING(118.773118483 30.894764944;118.768454955 30.8901295150001;118.76609453 30.8877690900001;118.764961906 30.8866364670001;118.764571675 30.8862271990001;118.764209997 30.8857037180001;118.763933979 30.885104094;118.763676997 30.8843807380001;118.763258212 30.882810293;118.762268356 30.87920303;118.761725839 30.877071033;118.760869233 30.873827352;118.759521507 30.868847616;118.758840981 30.866306352),3530.043801208618
4881_8370,0,U,8370_4881,LINESTRING(118.767798749 30.948992624;118.768430494 30.9490164010001;118.768545808 30.949004964;118.768622127 30.948954085;118.768845797 30.9487875230001;118.768955252 30.948697103;118.769057569 30.948661411;118.769133712 30.9486423750001;118.769338345 30.948516264;118.769711921 30.948197416;118.770237781 30.9477500780001),286.4709091906016
4986_8371,5,U#R#S#L,8371_4986#8371_8458#8371_5076#8371_8379,LINESTRING(118.815666852 30.952585562;118.813356519 30.955319972),375.01725932972874
8458_8371,2,L#U#R#S,8371_4986#8371_8458#8371_5076#8371_8379,LINESTRING(118.816443396 30.955757475;118.813356519 30.955319972),298.9084679490721
8373_8372,2,U#L#R#S,8372_8373#8372_8375#8372_8374#8372_8458,LINESTRING(118.824402567 30.9568855270001;118.820489567 30.9563309380001),378.8994930787965
8375_8372,2,R#U#S#L,8372_8373#8372_8375#8372_8374#8372_8458,LINESTRING(118.821192511 30.953496484;118.820489567 30.9563309380001),321.34977652124564
5101_8373,0,U#S#R,8373_5101#8373_5020#8373_8372,LINESTRING(118.823939981 30.959667842;118.82419548 30.9581983080001;118.824402567 30.9568855270001),311.629260834482
5101_8374,0,U#L#S,8374_5101#8374_8372#8374_8457,LINESTRING(118.823939981 30.959667842;118.819778067 30.959199889),401.0188977914068
8372_8374,0,R#U#L,8374_5101#8374_8372#8374_8457,LINESTRING(118.820489567 30.9563309380001;118.819776256 30.95920719),326.08826596182655
