cid,nlane,turn,dnroad,geom,len
9031_9032,1,U#R#S#L,9032_9031#9032_9067#9032_5429#9032_9035,LINESTRING(118.71859197 31.0230611050001;118.718705335 31.0227920680001;118.718921866 31.022356626;118.719250232 31.021735587;118.71969757 31.0209170520001;118.720204396 31.019981924;118.720618422 31.0191752870001;118.720885615 31.018631263),537.8919509355453
9067_9032,2,L#U#R#S,9032_9031#9032_9067#9032_5429#9032_9035,LINESTRING(118.715860721 31.018275654;118.716954393 31.018368535;118.718626912 31.0184926590001;118.720885615 31.018631263),481.4513743921033
9030_9033,0,U#R#S,9033_9030#9033_9023#9033_9085,LINESTRING(118.716212453 31.0332271940001;118.72196599 31.0335400930001),550.3901692495203
9023_9034,0,U#R#S#L,9034_9023#9034_9031#9034_9035#9034_9072,LINESTRING(118.722452986 31.0290607580001;118.723250106 31.0270025240001;118.723737895 31.025705718;118.72411266 31.0246944470001;118.724396956 31.0238873440001),602.8855247147073
9031_9034,0,L#U#R#S,9034_9023#9034_9031#9034_9035#9034_9072,LINESTRING(118.71859197 31.0230611050001;118.718784815 31.0230572780001;118.719300513 31.02307904;118.720057698 31.0231262120001;118.720835001 31.0232136720001;118.722900436 31.023601265;118.724396956 31.0238873440001),563.2547392905781
9032_9035,2,U#L#R#S,9035_9032#9035_9034#9035_9036#9035_9070,LINESTRING(118.720885615 31.018631263;118.721972434 31.018716329;118.723062227 31.018844819;118.723718959 31.018920962;118.724547011 31.018987587;118.726013949 31.019156529),493.23626329359166
9034_9035,3,R#U#S#L,9035_9032#9035_9034#9035_9036#9035_9070,LINESTRING(118.724396956 31.0238873440001;118.724701577 31.0229931320001;118.725076342 31.0219104770001;118.725611721 31.020304341;118.726013949 31.019156529),546.7648580362619
5429_9036,2,U#L#R#S,9036_5429#9036_9035#9036_9142#9036_9144,LINESTRING(118.723288395 31.0141975340001;118.723853755 31.0142594000001;118.725506147 31.014526711;118.728186754 31.015067227),477.8574184076628
9035_9036,3,R#U#S#L,9036_5429#9036_9035#9036_9142#9036_9144,LINESTRING(118.726013949 31.019156529;118.726793381 31.0176907810001;118.727554808 31.016272622;118.728186754 31.015067227),498.6005228653064
9039_9037,0,U#S,9037_9039#9037_9038,LINESTRING(118.809094247 30.9111068780001;118.809532242 30.910802227;118.810940883 30.9098766160001;118.81250181 30.9088463090001;118.815837814 30.9065596470001;118.817405879 30.905476993;118.817986466 30.90509152;118.818198239 30.9049796850001;118.818429047 30.904886886;118.81925234 30.904577556;118.820420656 30.90407787;118.821779328 30.9035044190001;118.822839549 30.9030394800001),1597.4438252113093
9037_9038,0,U#U#S,9038_9037#9038_9080#9038_9081,LINESTRING(118.822839549 30.9030394800001;118.823076134 30.902935728;118.824437186 30.9023694160001;118.826733416 30.901370489;118.828886828 30.9004514220001;118.831647002 30.8992765630001;118.834311999 30.8981254990001),1224.675515300834
9080_9038,0,U#U#S,9038_9037#9038_9080#9038_9081,LINESTRING(118.816020776 30.910537074;118.817579382 30.909650808;118.821005806 30.9075378470001;118.823575624 30.9057675280001;118.82774444 30.9028550670001;118.834311999 30.8981254990001),2226.5825858636163
9014_9039,0,U#S,9039_9014#9039_9037,LINESTRING(118.797080523 30.91913034;118.797851468 30.918621135;118.798334498 30.9182856310001;118.799245833 30.917686007;118.799638444 30.917419507;118.800899557 30.916581937;118.802455725 30.915523077;118.803809639 30.914645056;118.804699557 30.9141715430001;118.805175448 30.913857454;118.805420534 30.913669477;118.805663239 30.9134529460001;118.805901184 30.9132245170001;118.806148649 30.913084129;118.80662692 30.912777179;118.807290789 30.9123250810001;118.807845204 30.911949126;118.808461484 30.9115469980001;118.809094247 30.9111068780001),1454.293704150698
9043_9040,0,U#S#R,9040_9043#9040_9041#9040_9140,LINESTRING(118.784838333 30.9104550800001;118.78556984 30.9097900630001;118.786337217 30.909076225;118.787419872 30.908076851;118.78849897 30.9070858870001),511.8492111237565
8461_9041,4,U#L#R#S,9041_8461#9041_9040#9041_9044#9041_9093,LINESTRING(118.780046664 30.8961224230001;118.78149032 30.896716058;118.7898803 30.9000948930001;118.794051605 30.901796157),1479.3452089663922
9040_9041,3,R#U#S#L,9041_8461#9041_9040#9041_9044#9041_9093,LINESTRING(118.78849897 30.9070858870001;118.788912983 30.9067056870001;118.790096765 30.9056319540001;118.791801054 30.9040555620001;118.792696326 30.903231674;118.793273345 30.902633834;118.79382657 30.902015175;118.794051605 30.901796157),791.4692781552487
9044_9041,0,L#S#U#R,9041_8461#9041_9040#9041_9044#9041_9093,LINESTRING(118.796166937 30.896562126;118.79610193 30.8967178990001;118.795658755 30.8978689630001;118.795346451 30.898773159;118.79499548 30.899855813;118.79459692 30.9010217490001;118.794467762 30.901250127;118.794269925 30.9015140550001;118.794051605 30.901796157),617.428079182701
4415_9042,3,U#S#R,9042_4415#9042_9043#9042_9045,LINESTRING(118.774242396 30.918458667;118.774341759 30.918373968;118.776360936 30.9171073300001;118.777631364 30.9163514270001;118.779368371 30.9152509260001;118.779919987 30.914888181;118.780403017 30.9145288820001),732.9324061822667
9042_9043,2,U#S#R,9043_9042#9043_9040#9043_9139,LINESTRING(118.780403017 30.9145288820001;118.781757829 30.9132910320001;118.782467618 30.9126394670001;118.783443197 30.9117233750001;118.784838333 30.9104550800001),619.4861371510315
9042_9045,0,U#S,9045_9042#9045_9079,LINESTRING(118.780403017 30.9145288820001;118.780077031 30.912333829;118.779916418 30.910876409;118.779845034 30.9099365220001;118.77981529 30.909472527),563.6041387365393
9079_9045,0,S#U,9045_9042#9045_9079,LINESTRING(118.773118483 30.894764944;118.778608762 30.900234025;118.77891714 30.900690882;118.779259783 30.9014675380001;118.779385418 30.9020500300001;118.77981529 30.909472527),1842.3459370037158
9046_9047,0,U#L#S,9047_9046#9047_9121#9047_9103,LINESTRING(118.637402526 30.9316333510001;118.637492299 30.9316615990001;118.638185013 30.9318675640001;118.639580582 30.9322244730001;118.641020193 30.932566492;118.642114424 30.9327816530001;118.643099959 30.932952852;118.644615238 30.933186499;118.646608097 30.9335071;118.648339612 30.933759422;118.650160139 30.93403683;118.650358153 30.9340667550001),1268.9390248779328
9121_9047,0,R#U#L,9047_9046#9047_9121#9047_9103,LINESTRING(118.649129057 30.9411507240001;118.650358153 30.9340667550001),794.1231806601443
9106_9048,0,U#L#S,9048_9106#9048_9107#9048_9049,LINESTRING(118.668079755 30.936429031;118.668581272 30.936458348;118.66950376 30.9365013140001;118.670559001 30.936537786;118.671602716 30.9365481520001),337.0068600222028
9107_9048,0,R#U#L,9048_9106#9048_9107#9048_9049,LINESTRING(118.670906755 30.940076526;118.671602716 30.9365481520001),396.7989877635568
9048_9049,0,U#L#S,9049_9048#9049_9097#9049_9050,LINESTRING(118.671602716 30.9365481520001;118.672718632 30.9365718920001;118.673050799 30.9365723650001;118.674774496 30.9365285690001;118.675612592 30.9364938480001;118.677318847 30.9364025240001;118.678637419 30.9363018980001;118.680416882 30.9361236880001;118.681140632 30.9360403110001),914.2778952803062
9097_9049,0,R#U#L,9049_9048#9049_9097#9049_9050,LINESTRING(118.680632375 30.9400663070001;118.681140632 30.9360403110001),448.99074359798055
9049_9050,0,U#S#S,9050_9049#9050_4525#9050_4573,LINESTRING(118.681140632 30.9360403110001;118.682079524 30.935913569;118.683747275 30.9356795040001;118.685385119 30.935476824;118.685394921 30.9354758280001),411.3784586493217
9053_9051,0,U#R#L#S,9051_9053#9051_9092#9051_9052#9051_9147,LINESTRING(118.663594322 30.915727405;118.664050716 30.915280706;118.665786533 30.9137340570001;118.667301059 30.9125300490001;118.670257005 30.9106387090001;118.671803778 30.9098361160001;118.6734735 30.9091034940001;118.674913797 30.908545614;118.676377123 30.908039912;118.678155235 30.907496704;118.682595161 30.9060972560001;118.682734519 30.906053328;118.687786889 30.904455689;118.692629846 30.902917861;118.698094797 30.9011998980001;118.702783772 30.8997443060001),4193.5161142601155
9092_9051,0,L#U#S#R,9051_9053#9051_9092#9051_9052#9051_9147,LINESTRING(118.696717765 30.8954876930001;118.700838991 30.8985143670001;118.702783772 30.8997443060001),748.1160984764387
8367_9052,0,U#L#R#S,9052_8367#9052_9051#9052_4393#9052_9135,LINESTRING(118.7176625 30.9076163610001;118.716467291 30.9088459870001),177.87463730165595
9051_9052,0,R#U#S#L,9052_8367#9052_9051#9052_4393#9052_9135,LINESTRING(118.702783772 30.8997443060001;118.703970362 30.9005654630001;118.705007807 30.9012650240001;118.705864413 30.9018265770001;118.707077938 30.9026213170001;118.707967856 30.9032161820001;118.709043373 30.903896708;118.710047505 30.904553439;118.7109517 30.90516734;118.711827342 30.905747929;118.713345438 30.9067425440001;118.713897473 30.907104222;118.714987266 30.907822819;118.716467291 30.9088459870001),1652.2345117052475
9148_9053,0,U#S,9053_9148#9053_9051,LINESTRING(118.657105488 30.9261885880001;118.657235939 30.9257384370001;118.657840323 30.9242167720001;118.658304317 30.9231995530001;118.658863491 30.9220931030001;118.659539258 30.9209271670001;118.660681399 30.919181833;118.661227485 30.918421595;118.662130491 30.9172973;118.663594322 30.915727405),1325.5084307759673
4440_9054,0,U,9054_4440,LINESTRING(118.751056271 30.9209090950001;118.751562059 30.919585844;118.752055823 30.9182072360001;118.752682693 30.9164270970001;118.752895655 30.9155227040001),623.0014094751141
9057_9056,0,U#S,9056_9057#9056_5298,LINESTRING(118.651829215 31.0252825970001;118.652323726 31.0243403970001;118.65249797 31.0239218140001;118.652687287 31.0234135650001;118.652867361 31.0229316790001;118.653076439 31.022364721;118.653284233 31.0218037430001;118.653532505 31.02110028;118.653769072 31.020441109;118.654011963 31.0197472580001;118.654270521 31.01899833;118.654513422 31.018385602;118.654731478 31.017698034;118.654999181 31.016997899;118.655238807 31.01635658;118.655452594 31.0157430310001;118.655461043 31.0157187830001;118.655691452 31.0150575800001;118.655913422 31.014356837;118.656316005 31.0132076;118.656570125 31.012524338;118.656737864 31.01205215;118.656904731 31.0116097970001;118.657086623 31.011155321;118.657260102 31.0107779090001),1690.8274619967458
9069_9057,0,U#S#R#L,9057_9069#9057_9056#9057_9066#9057_9091,LINESTRING(118.645421327 31.03956845;118.645623454 31.0392595710001;118.64569811 31.039089215;118.645720427 31.039017351;118.645743041 31.038882255;118.645762732 31.0386577240001;118.645767174 31.038030158;118.645742868 31.037342117;118.645724421 31.0369140720001;118.645725693 31.0365048620001;118.645736498 31.035924935;118.645756086 31.035372334;118.645780516 31.0351012150001;118.645816561 31.0348609660001;118.645859171 31.0346802820001;118.645888895 31.034555832;118.645945706 31.0343952480001;118.646040868 31.034209122;118.646126971 31.034060094;118.646301053 31.0337906440001;118.646642751 31.033359196;118.647016478 31.032856952;118.647498173 31.032188697;118.647974423 31.0315264750001;118.648515383 31.0307608270001;118.648983906 31.030133296;118.649401895 31.0295481640001;118.64969594 31.029086299;118.65007008 31.028449235;118.650436961 31.0277931740001;118.650791515 31.027145622;118.651197565 31.0264317940001;118.651620706 31.025665256;118.651829215 31.0252825970001),1740.1180882536091
9026_9058,0,U#S#L,9058_9026#9058_9059#9058_9060,LINESTRING(118.69554371 31.019249227;118.695591707 31.0166743940001;118.695637263 31.014686506),505.9474760109657
9058_9059,0,U#L,9059_9058#9059_9141,LINESTRING(118.695637263 31.014686506;118.695696403 31.0131337560001;118.695799042 31.0107559300001),436.0564501484671
9058_9060,0,U#R#L#S,9060_9058#9060_9141#9060_9027#9060_9061,LINESTRING(118.695637263 31.014686506;118.698847923 31.014452346;118.699740585 31.01441077;118.700837184 31.0143486050001;118.702700963 31.014244691),676.3325555734457
9141_9060,0,L#U#S#R,9060_9058#9060_9141#9060_9027#9060_9061,LINESTRING(118.702508483 31.0100086910001;118.702700963 31.014244691),470.0034691237244
9060_9061,0,U#L,9061_9060#9061_9017,LINESTRING(118.702700963 31.014244691;118.70452142 31.0141449160001;118.705413489 31.014070502;118.706616919 31.013980035;118.708458325 31.0138558040001),551.4976498876836
9113_9062,4,U#R#L#S,9062_9113#9062_9115#9062_9063#9062_9117,LINESTRING(118.658687114 30.9521447860001;118.652521847 30.951359064),595.5113823574214
9115_9062,4,L#U#S#R,9062_9113#9062_9115#9062_9063#9062_9117,LINESTRING(118.651817398 30.955451655;118.652162929 30.953352082;118.652521847 30.951359064),458.7153744820844
9062_9063,0,U#L#S#R,9063_9062#9063_9116#9063_9102#9063_9119,LINESTRING(118.652521847 30.951359064;118.652733999 30.9501041180001;118.653162302 30.947619961;118.653390524 30.94634369),562.2114187825515
9116_9063,0,R#U#L#S,9063_9062#9063_9116#9063_9102#9063_9119,LINESTRING(118.659665072 30.947207404;118.653390524 30.94634369),607.1773128226965
9066_9064,0,U#S,9064_9066#9064_9065,LINESTRING(118.643815184 30.9833767160001;118.644677739 30.981437456;118.645534345 30.979403016;118.646200594 30.977862315;118.646664589 30.976761815;118.647527144 30.974745221),1020.569505329531
9064_9065,5,U#S,9065_9064#9065_9149,LINESTRING(118.647527144 30.974745221;118.648211239 30.9731212390001;118.64869308 30.9718541760001;118.64917492 30.970242092;118.649406918 30.969218923),639.5152525632999
9057_9066,0,U#S,9066_9057#9066_9064,LINESTRING(118.651829215 31.0252825970001;118.64948782 31.0246734520001;118.648154219 31.024385108;118.646722886 31.0241499700001;118.64359171 31.0237303960001;118.642340711 31.0235548410001;118.64128988 31.0233692410001;118.640288491 31.0231132910001;118.639240873 31.0227687060001;118.638241488 31.0223280610001;118.63752389 31.0219370720001;118.636739342 31.0214582780001;118.635863026 31.0207806540001;118.635158705 31.0201286810001;118.63456384 31.019510021;118.634083189 31.0189103970001;118.633678681 31.01836788;118.633350315 31.0178586750001;118.633007673 31.01722098;118.632679307 31.016507142;118.632427084 31.015788544;118.632174861 31.0148653140001;118.631986365 31.0137992640001;118.631965469 31.012899879;118.632017817 31.0120052010001;118.632146308 31.011101006;118.632279558 31.010501382;118.632455638 31.009906517;118.632612682 31.0094544190001;118.634916 31.004095873;118.636210427 31.0011358240001;118.637688072 30.997677277;118.638556576 30.995619043;118.641269161 30.989325369;118.643815184 30.9833767160001),6075.8803828263835
9018_9068,0,U#R#L#S,9068_9018#9068_9067#9068_9021#9068_9031,LINESTRING(118.708214465 31.023639191;118.711412826 31.0236897030001;118.71234376 31.0236218840001),394.63666766298513
9067_9068,0,L#U#S#R,9068_9018#9068_9067#9068_9021#9068_9031,LINESTRING(118.715860721 31.018275654;118.715637952 31.0185862120001;118.715323863 31.019032361;118.714813469 31.0196926610001;118.714031816 31.0207134500001;118.713574959 31.021313074;118.713292993 31.0217271000001;118.713075273 31.0221268500001;118.712861121 31.0225408760001;118.712586293 31.0231226540001;118.71234376 31.0236218840001),683.401519007916
9035_9070,0,U,9070_9035,LINESTRING(118.726013949 31.019156529;118.726450739 31.0192279130001;118.727440594 31.019399234;118.728625566 31.019618144;118.729762948 31.019822778;118.730757563 31.0199988580001;118.73147616 31.0201368670001;118.73279914 31.020312947;118.734279165 31.020531857;118.736054243 31.0208745),977.6874908149053
